year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,8,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",62.00,22.00,9.75,0.46,6.19,0.00,5.59,4.00,0.00,1356.00,480.00,124.00,410.00,0.00,342.00
2024,8,B6,JetBlue Airways,PIT,"Pittsburgh, PA: Pittsburgh International",111.00,30.00,12.51,0.00,4.94,0.00,12.55,6.00,0.00,2788.00,1036.00,0.00,214.00,0.00,1538.00
2024,8,B6,JetBlue Airways,PSE,"Ponce, PR: Mercedita",62.00,28.00,10.97,3.47,2.82,0.00,10.74,4.00,0.00,2277.00,642.00,409.00,175.00,0.00,1051.00
2024,8,B6,JetBlue Airways,PVD,"Providence, RI: Rhode Island Tf Green International",93.00,30.00,12.34,0.28,7.08,0.59,9.71,2.00,0.00,2068.00,848.00,58.00,262.00,24.00,876.00
2024,8,B6,JetBlue Airways,PWM,"Portland, ME: Portland International Jetport",83.00,38.00,19.98,0.91,7.34,0.00,9.77,7.00,0.00,2595.00,1361.00,50.00,329.00,0.00,855.00
2024,8,B6,JetBlue Airways,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",304.00,108.00,55.15,3.36,18.03,0.00,31.46,13.00,3.00,9144.00,4348.00,250.00,958.00,0.00,3588.00
2024,8,B6,JetBlue Airways,RIC,"Richmond, VA: Richmond International",124.00,43.00,19.92,4.84,5.13,0.00,13.11,4.00,0.00,3914.00,1986.00,264.00,287.00,0.00,1377.00
2024,8,B6,JetBlue Airways,RNO,"Reno, NV: Reno/Tahoe International",11.00,6.00,3.19,0.90,1.18,0.00,0.73,2.00,0.00,709.00,424.00,171.00,50.00,0.00,64.00
2024,8,B6,JetBlue Airways,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",62.00,36.00,18.31,0.88,7.77,0.00,9.04,6.00,0.00,2777.00,1188.00,488.00,429.00,0.00,672.00
2024,8,B6,JetBlue Airways,RSW,"Fort Myers, FL: Southwest Florida International",186.00,61.00,31.65,1.83,17.27,0.00,10.25,13.00,0.00,4251.00,2340.00,338.00,836.00,0.00,737.00
2024,8,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",154.00,37.00,16.73,1.57,14.83,0.38,3.49,1.00,0.00,2592.00,1318.00,78.00,943.00,13.00,240.00
2024,8,B6,JetBlue Airways,SAT,"San Antonio, TX: San Antonio International",62.00,15.00,6.76,0.00,3.87,0.00,4.36,4.00,0.00,991.00,422.00,0.00,154.00,0.00,415.00
2024,8,B6,JetBlue Airways,SAV,"Savannah, GA: Savannah/Hilton Head International",62.00,19.00,8.21,0.00,7.08,0.00,3.71,1.00,0.00,1230.00,568.00,0.00,352.00,0.00,310.00
2024,8,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",93.00,44.00,15.85,0.00,21.40,0.00,6.76,2.00,1.00,2444.00,1142.00,0.00,909.00,0.00,393.00
2024,8,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",350.00,124.00,40.91,1.68,56.20,0.00,25.21,8.00,1.00,8804.00,3363.00,669.00,2360.00,0.00,2412.00
2024,8,B6,JetBlue Airways,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",31.00,17.00,3.22,0.65,9.71,0.00,3.42,0.00,0.00,1280.00,274.00,59.00,577.00,0.00,370.00
2024,8,B6,JetBlue Airways,SJU,"San Juan, PR: Luis Munoz Marin International",988.00,359.00,143.23,18.40,88.51,1.00,107.86,27.00,0.00,28887.00,11845.00,1786.00,4913.00,33.00,10310.00
2024,8,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",93.00,40.00,14.85,0.82,12.80,1.32,10.21,1.00,0.00,2794.00,1035.00,53.00,768.00,30.00,908.00
2024,8,B6,JetBlue Airways,SMF,"Sacramento, CA: Sacramento International",62.00,29.00,11.87,2.65,9.19,0.14,5.15,2.00,0.00,2187.00,973.00,289.00,497.00,23.00,405.00
2024,8,B6,JetBlue Airways,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",31.00,7.00,2.79,0.00,2.32,0.00,1.89,2.00,0.00,651.00,360.00,0.00,126.00,0.00,165.00
2024,8,B6,JetBlue Airways,STT,"Charlotte Amalie, VI: Cyril E King",71.00,15.00,5.67,0.92,0.94,0.00,7.48,1.00,2.00,1178.00,329.00,240.00,60.00,0.00,549.00
2024,8,B6,JetBlue Airways,SYR,"Syracuse, NY: Syracuse Hancock International",93.00,35.00,15.52,0.00,5.24,0.06,14.18,8.00,0.00,4049.00,1925.00,0.00,226.00,4.00,1894.00
2024,8,B6,JetBlue Airways,TLH,"Tallahassee, FL: Tallahassee International",31.00,12.00,7.34,0.00,1.19,0.00,3.47,1.00,0.00,858.00,554.00,0.00,35.00,0.00,269.00
2024,8,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",433.00,123.00,50.68,1.24,32.98,0.76,37.34,28.00,10.00,11013.00,4489.00,264.00,1632.00,19.00,4609.00
2024,8,C5,CommuteAir LLC dba CommuteAir,ALB,"Albany, NY: Albany International",124.00,35.00,13.43,1.86,12.87,0.00,6.84,5.00,0.00,3279.00,1759.00,234.00,463.00,0.00,823.00
2024,8,C5,CommuteAir LLC dba CommuteAir,AMA,"Amarillo, TX: Rick Husband Amarillo International",77.00,10.00,5.59,0.00,1.45,0.00,2.96,0.00,0.00,726.00,426.00,0.00,34.00,0.00,266.00
2024,8,C5,CommuteAir LLC dba CommuteAir,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",59.00,19.00,5.94,2.40,8.01,0.00,2.66,2.00,0.00,1912.00,1249.00,134.00,307.00,0.00,222.00
2024,8,C5,CommuteAir LLC dba CommuteAir,BDL,"Hartford, CT: Bradley International",3.00,1.00,0.02,0.00,0.08,0.00,0.90,1.00,0.00,97.00,2.00,0.00,8.00,0.00,87.00
2024,8,C5,CommuteAir LLC dba CommuteAir,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",35.00,7.00,1.35,0.00,5.65,0.00,0.00,0.00,0.00,218.00,48.00,0.00,170.00,0.00,0.00
2024,8,C5,CommuteAir LLC dba CommuteAir,BRO,"Brownsville, TX: Brownsville South Padre Island International",96.00,12.00,5.61,0.00,1.99,0.00,4.40,0.00,0.00,534.00,178.00,0.00,74.00,0.00,282.00
2024,8,C5,CommuteAir LLC dba CommuteAir,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",78.00,10.00,5.82,0.82,1.44,0.00,1.92,0.00,1.00,504.00,219.00,106.00,61.00,0.00,118.00
2024,8,C5,CommuteAir LLC dba CommuteAir,BTV,"Burlington, VT: Burlington International",23.00,5.00,2.89,0.00,1.27,0.00,0.85,0.00,0.00,175.00,103.00,0.00,52.00,0.00,20.00
2024,8,C5,CommuteAir LLC dba CommuteAir,BUF,"Buffalo, NY: Buffalo Niagara International",57.00,22.00,12.27,0.34,4.84,0.00,4.55,1.00,0.00,2188.00,883.00,23.00,190.00,0.00,1092.00
2024,8,C5,CommuteAir LLC dba CommuteAir,CAE,"Columbia, SC: Columbia Metropolitan",67.00,14.00,8.85,1.79,3.37,0.00,0.00,4.00,0.00,1318.00,925.00,179.00,214.00,0.00,0.00
2024,8,C5,CommuteAir LLC dba CommuteAir,CHO,"Charlottesville, VA: Charlottesville Albemarle",95.00,26.00,15.94,1.42,4.07,0.00,4.57,2.00,0.00,1807.00,1044.00,119.00,192.00,0.00,452.00
2024,8,C5,CommuteAir LLC dba CommuteAir,CHS,"Charleston, SC: Charleston AFB/International",6.00,4.00,2.12,1.00,0.88,0.00,0.00,1.00,0.00,343.00,282.00,16.00,45.00,0.00,0.00
2024,8,C5,CommuteAir LLC dba CommuteAir,CLE,"Cleveland, OH: Cleveland-Hopkins International",6.00,1.00,0.82,0.00,0.18,0.00,0.00,0.00,0.00,118.00,97.00,0.00,21.00,0.00,0.00
2024,8,C5,CommuteAir LLC dba CommuteAir,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,8,C5,CommuteAir LLC dba CommuteAir,CRP,"Corpus Christi, TX: Corpus Christi International",69.00,10.00,5.19,1.00,1.11,0.00,2.70,0.00,0.00,389.00,159.00,34.00,21.00,0.00,175.00
2024,8,C5,CommuteAir LLC dba CommuteAir,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,8,C5,CommuteAir LLC dba CommuteAir,DAY,"Dayton, OH: James M Cox/Dayton International",85.00,19.00,12.43,0.68,4.99,0.00,0.90,2.00,0.00,2231.00,1839.00,95.00,247.00,0.00,50.00
2024,8,C5,CommuteAir LLC dba CommuteAir,ECP,"Panama City, FL: Northwest Florida Beaches International",43.00,7.00,4.31,1.00,1.24,0.00,0.45,0.00,1.00,299.00,187.00,49.00,39.00,0.00,24.00
2024,8,C5,CommuteAir LLC dba CommuteAir,ELP,"El Paso, TX: El Paso International",16.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,40.00,0.00,0.00
2024,8,C5,CommuteAir LLC dba CommuteAir,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",77.00,7.00,2.09,0.00,3.18,0.00,1.73,0.00,1.00,537.00,239.00,0.00,95.00,0.00,203.00
2024,8,C5,CommuteAir LLC dba CommuteAir,HRL,"Harlingen/San Benito, TX: Valley International",94.00,11.00,6.26,0.00,1.11,0.00,3.63,0.00,0.00,773.00,475.00,0.00,37.00,0.00,261.00
2024,8,C5,CommuteAir LLC dba CommuteAir,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",213.00,40.00,18.10,2.28,10.69,0.00,8.93,1.00,0.00,2049.00,866.00,189.00,431.00,0.00,563.00
2024,8,C5,CommuteAir LLC dba CommuteAir,IAD,"Washington, DC: Washington Dulles International",1245.00,204.00,56.00,3.97,62.38,0.00,81.65,32.00,12.00,19325.00,5556.00,506.00,4300.00,0.00,8963.00
2024,8,C5,CommuteAir LLC dba CommuteAir,IAH,"Houston, TX: George Bush Intercontinental/Houston",1943.00,195.00,46.34,10.42,70.80,0.00,67.43,2.00,10.00,15989.00,5917.00,947.00,3001.00,0.00,6124.00
2024,8,C5,CommuteAir LLC dba CommuteAir,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,8,C5,CommuteAir LLC dba CommuteAir,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",122.00,18.00,8.27,1.00,5.50,0.00,3.23,0.00,0.00,702.00,330.00,34.00,166.00,0.00,172.00
2024,8,C5,CommuteAir LLC dba CommuteAir,LBB,"Lubbock, TX: Lubbock Preston Smith International",113.00,11.00,9.40,0.00,0.66,0.00,0.94,0.00,0.00,545.00,457.00,0.00,24.00,0.00,64.00
2024,8,C5,CommuteAir LLC dba CommuteAir,LCH,"Lake Charles, LA: Lake Charles Regional",89.00,12.00,7.77,0.00,2.31,0.00,1.92,0.00,0.00,381.00,241.00,0.00,92.00,0.00,48.00
2024,8,C5,CommuteAir LLC dba CommuteAir,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",70.00,10.00,4.12,0.00,1.21,0.00,4.67,0.00,0.00,550.00,306.00,0.00,26.00,0.00,218.00
2024,8,C5,CommuteAir LLC dba CommuteAir,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",52.00,3.00,1.85,0.00,0.47,0.00,0.68,0.00,0.00,160.00,137.00,0.00,8.00,0.00,15.00
2024,8,C5,CommuteAir LLC dba CommuteAir,LRD,"Laredo, TX: Laredo International",108.00,8.00,6.69,0.00,0.84,0.00,0.46,0.00,0.00,364.00,338.00,0.00,13.00,0.00,13.00
2024,8,C5,CommuteAir LLC dba CommuteAir,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,8,C5,CommuteAir LLC dba CommuteAir,MDT,"Harrisburg, PA: Harrisburg International",59.00,20.00,7.58,3.06,4.37,0.00,4.99,1.00,0.00,2004.00,1039.00,215.00,163.00,0.00,587.00
2024,8,C5,CommuteAir LLC dba CommuteAir,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",94.00,11.00,4.91,0.00,1.17,0.00,4.92,0.00,0.00,954.00,445.00,0.00,45.00,0.00,464.00
2024,8,C5,CommuteAir LLC dba CommuteAir,MOB,"Mobile, AL: Mobile Regional",185.00,44.00,27.02,0.85,8.42,0.00,7.71,2.00,1.00,3813.00,2414.00,87.00,349.00,0.00,963.00
2024,8,C5,CommuteAir LLC dba CommuteAir,OKC,"Oklahoma City, OK: Will Rogers World",26.00,2.00,0.96,0.00,1.04,0.00,0.00,0.00,0.00,54.00,23.00,0.00,31.00,0.00,0.00
2024,8,C5,CommuteAir LLC dba CommuteAir,ORF,"Norfolk, VA: Norfolk International",13.00,4.00,3.07,0.00,0.08,0.00,0.85,0.00,1.00,232.00,200.00,0.00,4.00,0.00,28.00
2024,8,C5,CommuteAir LLC dba CommuteAir,PHL,"Philadelphia, PA: Philadelphia International",37.00,14.00,9.11,0.00,3.43,0.00,1.46,1.00,0.00,717.00,492.00,0.00,108.00,0.00,117.00
2024,8,C5,CommuteAir LLC dba CommuteAir,PIT,"Pittsburgh, PA: Pittsburgh International",7.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,22.00,0.00,0.00
2024,8,C5,CommuteAir LLC dba CommuteAir,PNS,"Pensacola, FL: Pensacola International",86.00,12.00,4.52,1.00,4.77,0.00,1.71,0.00,0.00,586.00,168.00,84.00,178.00,0.00,156.00
2024,8,C5,CommuteAir LLC dba CommuteAir,PVD,"Providence, RI: Rhode Island Tf Green International",63.00,11.00,6.38,0.00,4.62,0.00,0.00,5.00,0.00,588.00,386.00,0.00,202.00,0.00,0.00
2024,8,C5,CommuteAir LLC dba CommuteAir,RIC,"Richmond, VA: Richmond International",14.00,1.00,0.38,0.00,0.62,0.00,0.00,0.00,0.00,21.00,8.00,0.00,13.00,0.00,0.00
2024,8,C5,CommuteAir LLC dba CommuteAir,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",79.00,14.00,5.34,0.64,2.81,0.00,5.21,3.00,0.00,1086.00,348.00,58.00,117.00,0.00,563.00
2024,8,C5,CommuteAir LLC dba CommuteAir,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",46.00,10.00,4.18,0.00,1.89,0.00,3.94,0.00,0.00,884.00,317.00,0.00,117.00,0.00,450.00
2024,8,C5,CommuteAir LLC dba CommuteAir,SAF,"Santa Fe, NM: Santa Fe Municipal",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,8,C5,CommuteAir LLC dba CommuteAir,SCE,"State College, PA: University Park",74.00,18.00,7.39,2.57,4.63,0.00,3.41,3.00,1.00,893.00,286.00,179.00,136.00,0.00,292.00
2024,8,C5,CommuteAir LLC dba CommuteAir,SGF,"Springfield, MO: Springfield-Branson National",45.00,4.00,0.19,0.00,3.03,0.00,0.78,0.00,0.00,148.00,18.00,0.00,57.00,0.00,73.00
2024,8,C5,CommuteAir LLC dba CommuteAir,SHV,"Shreveport, LA: Shreveport Regional",118.00,14.00,7.67,0.91,2.19,0.00,3.24,0.00,0.00,729.00,352.00,69.00,88.00,0.00,220.00
2024,8,C5,CommuteAir LLC dba CommuteAir,STL,"St. Louis, MO: St Louis Lambert International",8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,8,C5,CommuteAir LLC dba CommuteAir,SYR,"Syracuse, NY: Syracuse Hancock International",47.00,14.00,7.99,0.00,5.87,0.00,0.14,1.00,0.00,728.00,431.00,0.00,278.00,0.00,19.00
2024,8,C5,CommuteAir LLC dba CommuteAir,TUL,"Tulsa, OK: Tulsa International",16.00,3.00,1.63,0.00,0.53,0.00,0.84,0.00,0.00,84.00,41.00,0.00,17.00,0.00,26.00
2024,8,C5,CommuteAir LLC dba CommuteAir,TYS,"Knoxville, TN: McGhee Tyson",242.00,36.00,16.65,4.79,6.16,0.00,8.40,2.00,1.00,2764.00,1123.00,332.00,201.00,0.00,1108.00
2024,8,C5,CommuteAir LLC dba CommuteAir,XNA,"Fayetteville, AR: Northwest Arkansas National",33.00,2.00,0.51,0.00,1.00,0.00,0.49,0.00,0.00,163.00,72.00,0.00,22.00,0.00,69.00
2024,8,DL,Delta Air Lines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",143.00,25.00,16.20,0.86,4.54,0.00,3.39,2.00,1.00,1552.00,1008.00,68.00,223.00,0.00,253.00
2024,8,DL,Delta Air Lines Network,ALB,"Albany, NY: Albany International",118.00,29.00,17.35,0.00,6.40,0.00,5.24,1.00,0.00,1445.00,993.00,0.00,162.00,0.00,290.00
2024,8,DL,Delta Air Lines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",346.00,95.00,36.09,2.96,33.41,0.00,22.55,0.00,1.00,4191.00,1948.00,260.00,1013.00,0.00,970.00
2024,8,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20190.00,2845.00,953.77,160.86,585.50,1.92,1142.95,75.00,37.00,227765.00,103253.00,16387.00,29517.00,143.00,78465.00
2024,8,DL,Delta Air Lines Network,ATW,"Appleton, WI: Appleton International",50.00,8.00,4.97,0.15,1.23,0.00,1.66,0.00,0.00,654.00,458.00,17.00,40.00,0.00,139.00
2024,8,DL,Delta Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",1007.00,235.00,106.12,5.95,62.45,0.00,60.48,10.00,2.00,13798.00,6765.00,368.00,2261.00,0.00,4404.00
2024,8,DL,Delta Air Lines Network,AVL,"Asheville, NC: Asheville Regional",231.00,32.00,12.96,0.50,14.03,0.00,4.51,0.00,0.00,1737.00,763.00,14.00,761.00,0.00,199.00
2024,8,DL,Delta Air Lines Network,BDL,"Hartford, CT: Bradley International",378.00,78.00,38.27,2.67,15.14,0.00,21.91,0.00,0.00,4791.00,2531.00,117.00,527.00,0.00,1616.00
2024,8,DL,Delta Air Lines Network,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",245.00,44.00,30.02,0.30,7.42,0.00,6.26,0.00,0.00,3154.00,1874.00,17.00,751.00,0.00,512.00
2024,8,DL,Delta Air Lines Network,BIL,"Billings, MT: Billings Logan International",92.00,18.00,9.13,0.00,1.02,0.00,7.85,0.00,0.00,817.00,413.00,0.00,22.00,0.00,382.00
2024,8,DL,Delta Air Lines Network,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",61.00,21.00,11.16,1.16,2.10,0.00,6.58,0.00,0.00,1091.00,548.00,66.00,105.00,0.00,372.00
2024,8,DL,Delta Air Lines Network,BNA,"Nashville, TN: Nashville International",726.00,108.00,52.83,3.25,21.88,0.89,29.15,1.00,0.00,6609.00,3331.00,885.00,772.00,102.00,1519.00
2024,8,DL,Delta Air Lines Network,BOI,"Boise, ID: Boise Air Terminal",271.00,63.00,29.53,1.57,10.82,0.00,21.08,1.00,0.00,3678.00,2073.00,213.00,265.00,0.00,1127.00
2024,8,DL,Delta Air Lines Network,BOS,"Boston, MA: Logan International",2290.00,612.00,157.68,22.38,235.99,0.00,195.95,21.00,1.00,54082.00,17597.00,1669.00,18097.00,0.00,16719.00
2024,8,DL,Delta Air Lines Network,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",91.00,9.00,3.85,1.13,3.15,0.00,0.87,0.00,0.00,893.00,660.00,34.00,130.00,0.00,69.00
2024,8,DL,Delta Air Lines Network,BTV,"Burlington, VT: Burlington International",62.00,11.00,7.18,0.00,1.27,1.00,1.55,0.00,0.00,338.00,206.00,0.00,37.00,19.00,76.00
2024,8,DL,Delta Air Lines Network,BUF,"Buffalo, NY: Buffalo Niagara International",205.00,60.00,35.91,0.72,7.56,0.00,15.81,2.00,0.00,4860.00,3679.00,78.00,199.00,0.00,904.00
2024,8,DL,Delta Air Lines Network,BUR,"Burbank, CA: Bob Hope",62.00,8.00,3.93,0.00,0.11,0.00,3.96,0.00,1.00,675.00,373.00,0.00,15.00,0.00,287.00
2024,8,DL,Delta Air Lines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",471.00,131.00,50.04,4.49,55.52,0.00,20.95,1.00,2.00,8643.00,3514.00,511.00,3017.00,0.00,1601.00
2024,8,DL,Delta Air Lines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",185.00,36.00,18.91,0.00,8.66,0.00,8.44,0.00,0.00,2613.00,2081.00,0.00,208.00,0.00,324.00
2024,8,DL,Delta Air Lines Network,CAE,"Columbia, SC: Columbia Metropolitan",153.00,17.00,12.03,0.55,1.89,0.00,2.54,0.00,0.00,717.00,517.00,28.00,68.00,0.00,104.00
2024,8,DL,Delta Air Lines Network,CHA,"Chattanooga, TN: Lovell Field",118.00,17.00,9.29,0.00,2.09,0.00,5.63,0.00,0.00,975.00,566.00,0.00,118.00,0.00,291.00
2024,8,DL,Delta Air Lines Network,CHO,"Charlottesville, VA: Charlottesville Albemarle",31.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,71.00,0.00,0.00,71.00,0.00,0.00
2024,8,DL,Delta Air Lines Network,CHS,"Charleston, SC: Charleston AFB/International",347.00,73.00,44.14,1.00,15.51,0.00,12.35,1.00,0.00,4612.00,3039.00,67.00,479.00,0.00,1027.00
2024,8,DL,Delta Air Lines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",31.00,7.00,4.00,0.00,2.33,0.00,0.68,0.00,0.00,217.00,126.00,0.00,74.00,0.00,17.00
2024,8,DL,Delta Air Lines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",334.00,77.00,39.16,0.71,12.53,0.00,24.60,0.00,1.00,3939.00,2195.00,47.00,377.00,0.00,1320.00
2024,8,DL,Delta Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",584.00,79.00,35.99,2.50,24.78,0.00,15.74,0.00,0.00,4473.00,2397.00,147.00,1063.00,0.00,866.00
2024,8,DL,Delta Air Lines Network,CMH,"Columbus, OH: John Glenn Columbus International",335.00,62.00,32.77,2.74,13.63,0.00,12.85,0.00,1.00,3678.00,2080.00,148.00,575.00,0.00,875.00
2024,8,DL,Delta Air Lines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",71.00,15.00,10.97,0.00,3.37,0.00,0.67,0.00,0.00,747.00,547.00,0.00,186.00,0.00,14.00
2024,8,DL,Delta Air Lines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",662.00,143.00,49.50,6.39,32.94,0.00,54.17,2.00,1.00,10011.00,4231.00,585.00,1381.00,0.00,3814.00
2024,8,DL,Delta Air Lines Network,DAB,"Daytona Beach, FL: Daytona Beach International",120.00,18.00,10.33,0.00,4.25,0.00,3.41,0.00,0.00,1418.00,640.00,0.00,507.00,0.00,271.00
2024,8,DL,Delta Air Lines Network,DAL,"Dallas, TX: Dallas Love Field",168.00,21.00,11.07,1.00,6.64,0.00,2.29,0.00,0.00,1640.00,1071.00,28.00,226.00,0.00,315.00
2024,8,DL,Delta Air Lines Network,DAY,"Dayton, OH: James M Cox/Dayton International",111.00,11.00,7.54,0.86,1.32,0.00,1.28,0.00,0.00,505.00,294.00,92.00,43.00,0.00,76.00
2024,8,DL,Delta Air Lines Network,DCA,"Washington, DC: Ronald Reagan Washington National",761.00,187.00,75.54,4.06,67.10,0.00,40.30,8.00,6.00,13820.00,5359.00,1378.00,4378.00,0.00,2705.00
2024,8,DL,Delta Air Lines Network,DEN,"Denver, CO: Denver International",1076.00,261.00,108.12,7.06,86.55,0.00,59.26,13.00,9.00,19078.00,9793.00,887.00,4491.00,0.00,3907.00
2024,8,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1081.00,234.00,111.64,7.67,60.06,0.00,54.63,12.00,0.00,14246.00,7378.00,459.00,2575.00,0.00,3834.00
2024,8,DL,Delta Air Lines Network,DLH,"Duluth, MN: Duluth International",33.00,12.00,6.98,0.00,1.18,0.00,3.84,0.00,0.00,874.00,468.00,0.00,29.00,0.00,377.00
2024,8,DL,Delta Air Lines Network,DSM,"Des Moines, IA: Des Moines International",96.00,11.00,3.06,1.00,3.90,0.00,3.05,0.00,1.00,393.00,102.00,18.00,167.00,0.00,106.00
2024,8,DL,Delta Air Lines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",5300.00,950.00,307.54,41.42,207.08,0.00,393.96,51.00,13.00,82233.00,33583.00,3165.00,11341.00,0.00,34144.00
2024,8,DL,Delta Air Lines Network,ECP,"Panama City, FL: Northwest Florida Beaches International",230.00,27.00,14.74,0.48,1.81,0.00,9.97,0.00,1.00,1572.00,892.00,31.00,117.00,0.00,532.00
2024,8,DL,Delta Air Lines Network,ELP,"El Paso, TX: El Paso International",61.00,13.00,8.60,0.00,2.22,0.00,2.18,0.00,0.00,576.00,404.00,0.00,76.00,0.00,96.00
2024,8,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",584.00,173.00,44.71,1.00,102.22,0.00,25.07,20.00,5.00,18582.00,3464.00,68.00,12980.00,0.00,2070.00
2024,8,DL,Delta Air Lines Network,EYW,"Key West, FL: Key West International",124.00,8.00,1.82,0.00,5.83,0.00,0.35,8.00,0.00,451.00,36.00,0.00,399.00,0.00,16.00
2024,8,DL,Delta Air Lines Network,FAI,"Fairbanks, AK: Fairbanks International",93.00,21.00,9.15,0.79,5.01,0.00,6.05,0.00,0.00,1386.00,665.00,113.00,140.00,0.00,468.00
2024,8,DL,Delta Air Lines Network,FAR,"Fargo, ND: Hector International",61.00,18.00,12.48,0.00,0.20,0.00,5.31,0.00,0.00,2414.00,1746.00,0.00,26.00,0.00,642.00
2024,8,DL,Delta Air Lines Network,FAT,"Fresno, CA: Fresno Yosemite International",31.00,9.00,6.36,0.00,1.47,0.00,1.17,0.00,0.00,674.00,498.00,0.00,114.00,0.00,62.00
2024,8,DL,Delta Air Lines Network,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",31.00,3.00,0.74,0.05,0.30,0.00,1.90,0.00,1.00,211.00,51.00,4.00,21.00,0.00,135.00
2024,8,DL,Delta Air Lines Network,FCA,"Kalispell, MT: Glacier Park International",93.00,26.00,17.11,0.00,2.83,0.00,6.06,0.00,0.00,1354.00,743.00,0.00,129.00,0.00,482.00
2024,8,DL,Delta Air Lines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",931.00,250.00,91.99,2.30,93.33,0.00,62.39,24.00,7.00,18340.00,6165.00,105.00,6704.00,0.00,5366.00
2024,8,DL,Delta Air Lines Network,FSD,"Sioux Falls, SD: Joe Foss Field",62.00,21.00,8.95,1.65,3.09,0.00,7.31,1.00,0.00,1533.00,661.00,53.00,217.00,0.00,602.00
2024,8,DL,Delta Air Lines Network,GEG,"Spokane, WA: Spokane International",292.00,72.00,31.44,1.45,18.40,0.00,20.71,0.00,0.00,4911.00,2956.00,221.00,612.00,0.00,1122.00
